"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Created date","Usages","Fill rate","data_entry_instructions","option_descriptions"
"Time registration email was sent","hs_content_membership_registration_email_sent_at","datetime","Datetime at which this user was sent a registration invitation email for Content Membership","contactinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Country/Region Code","hs_country_region_code","string","The contact's two-letter country code.","contactinformation","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Created by user ID","hs_created_by_user_id","number","The user who created this record. This value is set automatically by HubSpot.","contactinformation","false","","true","true","false","true","false","true","HubSpot","Not applicable","","32.11%","",""
"Current Customer","hs_current_customer","enumeration","Indicates whether this record matches the portal's Current Customer filter criteria. Managed automatically by Customer Success Workspace.","contactinformation","false","Yes (yes); No (no)","false","true","false","false","false","true","HubSpot","Not applicable","","11.35%","",""
"Currently Enrolled in Prospecting Agent","hs_currently_enrolled_in_prospecting_agent","bool","Indicates whether or not the contact has an active prospecting agent enrollment","contactinformation","false","Yes (true); No (false)","true","true","true","false","false","true","HubSpot","Not applicable","","70.36%","",""
"Email Domain","hs_email_domain","string","A contact's email address domain","contactinformation","false","","true","true","true","false","false","true","HubSpot","Not applicable","","98.06%","",""
"ID of first engagement","hs_first_engagement_object_id","number","The object id of the current contact owner's first engagement with the contact.","contactinformation","false","","true","true","true","false","false","true","HubSpot","Not applicable","","9.87%","",""
"Inferred Language Codes","hs_inferred_language_codes","enumeration","Inferred languages based on location.  ISO 639-1","contactinformation","false","Abkhazian (ab); Afar (aa); Afrikaans (af); Akan (ak); Albanian (sq); Amharic (am); Arabic (ar); Aragonese (an); Armenian (hy); Assamese (as); Avaric (av); Avestan (ae); Aymara (ay); Azerbaijani (az); Bambara (bm); Bashkir (ba); Basque (eu); Belarusian (be); Bengali (bn); Bislama (bi); Bokmål, Norwegian; Norwegian Bokmål (nb); Bosnian (bs); Breton (br); Bulgarian (bg); Burmese (my); Catalan; Valencian (ca); Central Khmer (km); Chamorro (ch); Chechen (ce); Chichewa; Chewa; Nyanja (ny); Chinese (zh); Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic (cu); Chuvash (cv); Cornish (kw); Corsican (co); Cree (cr); Croatian (hr); Czech (cs); Danish (da); Divehi; Dhivehi; Maldivian (dv); Dutch; Flemish (nl); Dzongkha (dz); English (en); Esperanto (eo); Estonian (et); Ewe (ee); Faroese (fo); Fijian (fj); Finnish (fi); French (fr); Fulah (ff); Gaelic; Scottish Gaelic (gd); Galician (gl); Ganda (lg); Georgian (ka); German (de); Greek, Modern (1453-) (el); Guarani (gn); Gujarati (gu); Haitian; Haitian Creole (ht); Hausa (ha); Hebrew (he); Herero (hz); Hindi (hi); Hiri Motu (ho); Hungarian (hu); Icelandic (is); Ido (io); Igbo (ig); Indonesian (id); Interlingua (International Auxiliary Language Association) (ia); Interlingue; Occidental (ie); Inuktitut (iu); Inupiaq (ik); Irish (ga); Italian (it); Japanese (ja); Javanese (jv); Kalaallisut; Greenlandic (kl); Kannada (kn); Kanuri (kr); Kashmiri (ks); Kazakh (kk); Kikuyu; Gikuyu (ki); Kinyarwanda (rw); Kirghiz; Kyrgyz (ky); Komi (kv); Kongo (kg); Korean (ko); Kuanyama; Kwanyama (kj); Kurdish (ku); Lao (lo); Latin (la); Latvian (lv); Limburgan; Limburger; Limburgish (li); Lingala (ln); Lithuanian (lt); Luba-Katanga (lu); Luxembourgish; Letzeburgesch (lb); Macedonian (mk); Malagasy (mg); Malay (macrolanguage) (ms); Malayalam (ml); Maltese (mt); Manx (gv); Maori (mi); Marathi (mr); Marshallese (mh); Mongolian (mn); Nauru (na); Navajo; Navaho (nv); Ndebele, North; North Ndebele (nd); Ndebele, South; South Ndebele (nr); Ndonga (ng); Nepali (macrolanguage) (ne); Northern Sami (se); Norwegian Nynorsk; Nynorsk, Norwegian (nn); Norwegian (no); Occitan (post 1500) (oc); Ojibwa (oj); Oriya (macrolanguage) (or); Oromo (om); Ossetian; Ossetic (os); Pali (pi); Panjabi; Punjabi (pa); Persian (fa); Polish (pl); Portuguese (pt); Pushto; Pashto (ps); Quechua (qu); Romanian; Moldavian; Moldovan (ro); Romansh (rm); Rundi (rn); Russian (ru); Samoan (sm); Sango (sg); Sanskrit (sa); Sardinian (sc); Serbian (sr); Shona (sn); Sichuan Yi; Nuosu (ii); Sindhi (sd); Sinhala; Sinhalese (si); Slovak (sk); Slovenian (sl); Somali (so); Sotho, Southern (st); Spanish; Castilian (es); Sundanese (su); Swahili (macrolanguage) (sw); Swati (ss); Swedish (sv); Tagalog (tl); Tahitian (ty); Tajik (tg); Tamil (ta); Tatar (tt); Telugu (te); Thai (th); Tibetan (bo); Tigrinya (ti); Tonga (Tonga Islands) (to); Tsonga (ts); Tswana (tn); Turkish (tr); Turkmen (tk); Twi (tw); Uighur; Uyghur (ug); Ukrainian (uk); Urdu (ur); Uzbek (uz); Venda (ve); Vietnamese (vi); Volapük (vo); Walloon (wa); Welsh (cy); Western Frisian (fy); Wolof (wo); Xhosa (xh); Yiddish (yi); Yoruba (yo); Zhuang; Chuang (za); Zulu (zu)","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Intent Signals active","hs_intent_signals_enabled","bool","Indicates whether intent signal tracking is currently active for this record","contactinformation","false","Yes (true); No (false)","true","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Has been enriched","hs_is_enriched","bool","Indicates whether this object has ever had enriched properties written to it.","contactinformation","false","Yes (true); No (false)","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Preferred language","hs_language","enumeration","Set your contact's preferred language for communications. This property can be changed from an import, form, or integration.","contactinformation","true","Afar (aa) [READ-ONLY]; Abkhazian (ab) [READ-ONLY]; Afrikaans (af) [READ-ONLY]; Akan (ak) [READ-ONLY]; Albanian (sq) [READ-ONLY]; Albanian - Albania (sq-al) [READ-ONLY]; Amharic (am) [READ-ONLY]; Arabic (ar) [READ-ONLY]; Arabic - Algeria (ar-dz) [READ-ONLY]; Arabic - Bahrain (ar-bh) [READ-ONLY]; Arabic - Egypt (ar-eg) [READ-ONLY]; Arabic - Iraq (ar-iq) [READ-ONLY]; Arabic - Jordan (ar-jo) [READ-ONLY]; Arabic - Kuwait (ar-kw) [READ-ONLY]; Arabic - Lebanon (ar-lb) [READ-ONLY]; Arabic - Libya (ar-ly) [READ-ONLY]; Arabic - Morocco (ar-ma) [READ-ONLY]; Arabic - Oman (ar-om) [READ-ONLY]; Arabic - Qatar (ar-qa) [READ-ONLY]; Arabic - Saudi Arabia (ar-sa) [READ-ONLY]; Arabic - Sudan (ar-sd) [READ-ONLY]; Arabic - Syria (ar-sy) [READ-ONLY]; Arabic - Tunisia (ar-tn) [READ-ONLY]; Arabic - United Arab Emirates (ar-ae) [READ-ONLY]; Arabic - Yemen (ar-ye) [READ-ONLY]; Aragonese (an) [READ-ONLY]; Armenian (hy) [READ-ONLY]; Assamese (as) [READ-ONLY]; Avaric (av) [READ-ONLY]; Avestan (ae) [READ-ONLY]; Aymara (ay) [READ-ONLY]; Azerbaijani (az) [READ-ONLY]; Bambara (bm) [READ-ONLY]; Bosnian (ba); Basque (eu) [READ-ONLY]; Belarusian (be) [READ-ONLY]; Belarusian - Belarus (be-by) [READ-ONLY]; Bengali (bn) [READ-ONLY]; Bislama (bi) [READ-ONLY]; Breton (br) [READ-ONLY]; Bulgarian (bg) [READ-ONLY]; Bulgarian - Bulgaria (bg-bg) [READ-ONLY]; Burmese (my) [READ-ONLY]; Burmese - Myanmar (Burma) (my-mm) [READ-ONLY]; Catalan (ca) [READ-ONLY]; Catalan - Catalan (ca-es) [READ-ONLY]; Cebuano - Philippines (cb-pl); Chamorro (ch) [READ-ONLY]; Chechen (ce) [READ-ONLY]; Chinese (zh) [READ-ONLY]; Chinese - China (zh-cn) [READ-ONLY]; Chinese - Hong Kong SAR (zh-hk) [READ-ONLY]; Chinese - Macau SAR (zh-mo) [READ-ONLY]; Chinese - Singapore (zh-sg) [READ-ONLY]; Chinese - Taiwan (zh-tw) [READ-ONLY]; Chinese (Simplified) (zh-chs) [READ-ONLY]; Chinese (Traditional) (zh-cht) [READ-ONLY]; Church Slavic (cu) [READ-ONLY]; Chuvash (cv) [READ-ONLY]; Cornish (kw) [READ-ONLY]; Corsican (co) [READ-ONLY]; Cree (cr) [READ-ONLY]; Croatian (hr) [READ-ONLY]; Croatian - Croatia (hr-hr) [READ-ONLY]; Czech (cs) [READ-ONLY]; Czech - Czech Republic (cs-cz) [READ-ONLY]; Danish (da) [READ-ONLY]; Danish - Denmark (da-dk) [READ-ONLY]; Divehi (dv) [READ-ONLY]; Dutch (nl) [READ-ONLY]; Dutch - Belgium (nl-be) [READ-ONLY]; Dutch - The Netherlands (nl-nl) [READ-ONLY]; Dzongkha (dz) [READ-ONLY]; English (en) [READ-ONLY]; English - Australia (en-au) [READ-ONLY]; English - Canada (en-ca) [READ-ONLY]; English - Hong Kong (en-hk) [READ-ONLY]; English - India (en-in) [READ-ONLY]; English - Ireland (en-ie) [READ-ONLY]; English - Malaysia (en-my) [READ-ONLY]; English - Malta (en-mt) [READ-ONLY]; English - New Zealand (en-nz) [READ-ONLY]; English - Philippines (en-ph) [READ-ONLY]; English - Singapore (en-sg) [READ-ONLY]; English - South Africa (en-za) [READ-ONLY]; English - United Kingdom (en-gb) [READ-ONLY]; English - United States (en-us) [READ-ONLY]; English - Zimbabwe (en-zw) [READ-ONLY]; Esperanto (eo) [READ-ONLY]; Estonian (et) [READ-ONLY]; Estonian - Estonia (et-ee) [READ-ONLY]; Ewe (ee) [READ-ONLY]; Faroese (fo) [READ-ONLY]; Farsi (fa) [READ-ONLY]; Fijian (fj) [READ-ONLY]; Finnish (fi) [READ-ONLY]; Finnish - Finland (fi-fi) [READ-ONLY]; French (fr) [READ-ONLY]; French - Belgium (fr-be) [READ-ONLY]; French - Canada (fr-ca) [READ-ONLY]; French - France (fr-fr) [READ-ONLY]; French - Luxembourg (fr-lu) [READ-ONLY]; French - Monaco (fr-mc) [READ-ONLY]; French - Switzerland (fr-ch) [READ-ONLY]; Fulah (ff) [READ-ONLY]; Galician (gl) [READ-ONLY]; Ganda (lg) [READ-ONLY]; Georgian (ka) [READ-ONLY]; German (de) [READ-ONLY]; German - Austria (de-at) [READ-ONLY]; German - Germany (de-de) [READ-ONLY]; German - Greece (de-gr) [READ-ONLY]; German - Liechtenstein (de-li) [READ-ONLY]; German - Luxembourg (de-lu) [READ-ONLY]; German - Switzerland (de-ch) [READ-ONLY]; Greek (el) [READ-ONLY]; Greek - Cyprus (el-cy) [READ-ONLY]; Greek - Greece (el-gr) [READ-ONLY]; Guarani (gn) [READ-ONLY]; Gujarati (gu) [READ-ONLY]; Haitian Creole (ht); Hausa (ha); Hebrew (he) [READ-ONLY]; Hebrew - Israel (he-il); Hebrew - Israel (Legacy) (iw-il) [READ-ONLY]; Herero (hz) [READ-ONLY]; Hindi (hi) [READ-ONLY]; Hindi - India (hi-in) [READ-ONLY]; Hiri Motu (ho) [READ-ONLY]; Hmong (hmn) [READ-ONLY]; Hungarian (hu) [READ-ONLY]; Hungarian - Hungary (hu-hu) [READ-ONLY]; Icelandic (is) [READ-ONLY]; Icelandic - Iceland (is-is) [READ-ONLY]; Ido (io) [READ-ONLY]; Igbo (ig) [READ-ONLY]; Indonesian (id) [READ-ONLY]; Indonesian - Indonesia (in-id) [READ-ONLY]; Interlingua (ia) [READ-ONLY]; Interlingue (ie) [READ-ONLY]; Inuktitut (iu) [READ-ONLY]; Inupiaq (ik) [READ-ONLY]; Irish (ga) [READ-ONLY]; Irish - Ireland (ga-ie) [READ-ONLY]; Italian (it) [READ-ONLY]; Italian - Italy (it-it) [READ-ONLY]; Italian - Switzerland (it-ch) [READ-ONLY]; Japanese (ja) [READ-ONLY]; Japanese - Japan (ja-jp) [READ-ONLY]; Javanese (jv) [READ-ONLY]; Kalaallisut (kl) [READ-ONLY]; Kannada (kn) [READ-ONLY]; Kanuri (kr) [READ-ONLY]; Karen (kar) [READ-ONLY]; Kashmiri (ks) [READ-ONLY]; Kazakh (kk) [READ-ONLY]; Khmer (kh); Kikuyu (ki) [READ-ONLY]; Kinyarwanda (rw); Komi (kv) [READ-ONLY]; Kongo (kg) [READ-ONLY]; Konkani (kok) [READ-ONLY]; Korean (ko) [READ-ONLY]; Korean - South Korea (ko-kr) [READ-ONLY]; Kuanyama (kj) [READ-ONLY]; Kurdish (ku); Kyrgyz (ky) [READ-ONLY]; Lao (lo); Latin (la) [READ-ONLY]; Latvian (lv) [READ-ONLY]; Latvian - Latvia (lv-lv) [READ-ONLY]; Limburgish (li) [READ-ONLY]; Lingala (ln) [READ-ONLY]; Lithuanian (lt) [READ-ONLY]; Lithuanian - Lithuania (lt-lt) [READ-ONLY]; Luba-Katanga (lu) [READ-ONLY]; Luxembourgish (lb) [READ-ONLY]; Macedonian (mk) [READ-ONLY]; Macedonian - Macedonia (mk-mk) [READ-ONLY]; Malagasy (mg); Malay (ms) [READ-ONLY]; Malay - Brunei (ms-bn) [READ-ONLY]; Malay - Malaysia (ms-my) [READ-ONLY]; Malayalam (m1) [READ-ONLY]; Maltese (mt) [READ-ONLY]; Maltese - Malta (mt-mt) [READ-ONLY]; Manx (gv) [READ-ONLY]; Maori (mi) [READ-ONLY]; Marathi (mr) [READ-ONLY]; Marshallese (mh) [READ-ONLY]; Mongolian (mn) [READ-ONLY]; Nauru (na) [READ-ONLY]; Navajo (nv) [READ-ONLY]; Ndonga (ng) [READ-ONLY]; Nepali (ne) [READ-ONLY]; North Ndebele (nd) [READ-ONLY]; Northern Sami (se) [READ-ONLY]; Norwegian (no) [READ-ONLY]; Norwegian Bokmal (nb) [READ-ONLY]; Norwegian Nynorsk (nn) [READ-ONLY]; Norwegian - Norway (no-no) [READ-ONLY]; Nyanja (ny); Occitan (oc) [READ-ONLY]; Odia (or) [READ-ONLY]; Ojibwe (oj) [READ-ONLY]; Oromo (om) [READ-ONLY]; Ossetian (os) [READ-ONLY]; Pali (pi) [READ-ONLY]; Pashto (ps) [READ-ONLY]; Polish (pl) [READ-ONLY]; Polish - Poland (pl-pl) [READ-ONLY]; Portuguese (pt) [READ-ONLY]; Portuguese - Brazil (pt-br) [READ-ONLY]; Portuguese - Portugal (pt-pt) [READ-ONLY]; Punjabi (pa) [READ-ONLY]; Quechua (qu) [READ-ONLY]; Romanian (ro) [READ-ONLY]; Romanian - Romania (ro-ro) [READ-ONLY]; Romansh (rm) [READ-ONLY]; Rundi (rn) [READ-ONLY]; Russian (ru) [READ-ONLY]; Russian - Russia (ru-ru) [READ-ONLY]; Samoan (sm) [READ-ONLY]; Sango (sg) [READ-ONLY]; Sanskrit (sa) [READ-ONLY]; Sardinian (sc) [READ-ONLY]; Scottish Gaelic (gd) [READ-ONLY]; Serbian (sr) [READ-ONLY]; Serbian - Bosnia and Herzegovina (sr-ba) [READ-ONLY]; Serbian - Montenegro (sr-me) [READ-ONLY]; Serbian - Serbia (sr-rs) [READ-ONLY]; Serbian - Serbia and Montenegro (Former) (sr-cs) [READ-ONLY]; Shona (sn) [READ-ONLY]; Sichuan Yi (ii) [READ-ONLY]; Sindhi (sd) [READ-ONLY]; Sinhala (si); Slovak (sk) [READ-ONLY]; Slovak - Slovakia (sk-sk) [READ-ONLY]; Slovenian (sl) [READ-ONLY]; Slovenian - Slovenia (sl-si) [READ-ONLY]; Somali (so) [READ-ONLY]; South Ndebele (nr) [READ-ONLY]; Southern Sotho (st) [READ-ONLY]; Spanish (es) [READ-ONLY]; Spanish - Argentina (es-ar) [READ-ONLY]; Spanish - Bolivia (es-bo) [READ-ONLY]; Spanish - Chile (es-cl) [READ-ONLY]; Spanish - Colombia (es-co) [READ-ONLY]; Spanish - Costa Rica (es-cr) [READ-ONLY]; Spanish - Cuba (es-cu) [READ-ONLY]; Spanish - Dominican Republic (es-do) [READ-ONLY]; Spanish - Ecuador (es-ec) [READ-ONLY]; Spanish - El Salvador (es-sv) [READ-ONLY]; Spanish - Guatemala (es-gt) [READ-ONLY]; Spanish - Honduras (es-hn) [READ-ONLY]; Spanish - Mexico (es-mx) [READ-ONLY]; Spanish - Nicaragua (es-ni) [READ-ONLY]; Spanish - Panama (es-pa) [READ-ONLY]; Spanish - Paraguay (es-py) [READ-ONLY]; Spanish - Peru (es-pe) [READ-ONLY]; Spanish - Puerto Rico (es-pr) [READ-ONLY]; Spanish - Spain (es-es) [READ-ONLY]; Spanish - United States (es-us) [READ-ONLY]; Spanish - Uruguay (es-uy) [READ-ONLY]; Spanish - Venezuela (es-ve) [READ-ONLY]; Sundanese (su) [READ-ONLY]; Swahili (sw) [READ-ONLY]; Swati (ss) [READ-ONLY]; Swedish (sv) [READ-ONLY]; Swedish - Finland (sv-fi) [READ-ONLY]; Swedish - Sweden (sv-se) [READ-ONLY]; Syriac (sy) [READ-ONLY]; Tagalog (t1) [READ-ONLY]; Tahitian (ty) [READ-ONLY]; Tajik (tg) [READ-ONLY]; Tamil (ta) [READ-ONLY]; Tatar (tt) [READ-ONLY]; Telugu (te) [READ-ONLY]; Thai (th) [READ-ONLY]; Thai - Thailand (th-th) [READ-ONLY]; Tibetan (bo) [READ-ONLY]; Tigrinya (ti) [READ-ONLY]; Tongan (to) [READ-ONLY]; Tsonga (ts) [READ-ONLY]; Tswana (tn) [READ-ONLY]; Turkish (tr) [READ-ONLY]; Turkish - Türkiye (tr-tr) [READ-ONLY]; Turkmen (tk) [READ-ONLY]; Twi (tw) [READ-ONLY]; Ukrainian (uk) [READ-ONLY]; Ukrainian - Ukraine (uk-ua) [READ-ONLY]; Urdu (ur) [READ-ONLY]; Uyghur (ug) [READ-ONLY]; Uzbek (uz) [READ-ONLY]; Venda (ve) [READ-ONLY]; Vietnamese (vi) [READ-ONLY]; Vietnamese - Vietnam (vi-vn) [READ-ONLY]; Volapük (vo) [READ-ONLY]; Walloon (wa) [READ-ONLY]; Welsh (cy) [READ-ONLY]; Western Frisian (fy) [READ-ONLY]; Wolof (wo) [READ-ONLY]; Xhosa (xh) [READ-ONLY]; Yiddish (ji) [READ-ONLY]; Yoruba (yo); Zhuang (za) [READ-ONLY]; Zulu (zu) [READ-ONLY]; ʻŌlelo Hawaiʻi (haw)","false","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
